,Ethnicity,Mode of study,Country of HE provider,Academic year,Classification of first degree,Number
5977,Other,Part-time,Scotland,2017/18,Lower second class honours,0
5978,Other,Part-time,Scotland,2017/18,Third class honours/Pass,0
5979,Other,Part-time,Scotland,2017/18,Unclassified,10
5980,Other,Full-time,Wales,2017/18,First class honours,20
5981,Other,Full-time,Wales,2017/18,Upper second class honours,45
5982,Other,Full-time,Wales,2017/18,Lower second class honours,30
5983,Other,Full-time,Wales,2017/18,Third class honours/Pass,10
5984,Other,Full-time,Wales,2017/18,Unclassified,5
5985,Other,Part-time,Wales,2017/18,First class honours,0
5986,Other,Part-time,Wales,2017/18,Upper second class honours,0
5987,Other,Part-time,Wales,2017/18,Lower second class honours,0
5988,Other,Part-time,Wales,2017/18,Third class honours/Pass,0
5989,Other,Part-time,Wales,2017/18,Unclassified,0
5990,Other,Full-time,England,2018/19,First class honours,970
5991,Other,Full-time,England,2018/19,Upper second class honours,1950
5992,Other,Full-time,England,2018/19,Lower second class honours,1135
5993,Other,Full-time,England,2018/19,Third class honours/Pass,230
5994,Other,Full-time,England,2018/19,Unclassified,210
5995,Other,Part-time,England,2018/19,First class honours,45
5996,Other,Part-time,England,2018/19,Upper second class honours,70
5997,Other,Part-time,England,2018/19,Lower second class honours,100
5998,Other,Part-time,England,2018/19,Third class honours/Pass,55
5999,Other,Part-time,England,2018/19,Unclassified,15
6000,Other,Full-time,Northern Ireland,2018/19,First class honours,0
6001,Other,Full-time,Northern Ireland,2018/19,Upper second class honours,5
6002,Other,Full-time,Northern Ireland,2018/19,Lower second class honours,5
6003,Other,Full-time,Northern Ireland,2018/19,Third class honours/Pass,0
6004,Other,Full-time,Northern Ireland,2018/19,Unclassified,0
6005,Other,Part-time,Northern Ireland,2018/19,First class honours,0
6006,Other,Part-time,Northern Ireland,2018/19,Upper second class honours,0
6007,Other,Part-time,Northern Ireland,2018/19,Lower second class honours,0
6008,Other,Part-time,Northern Ireland,2018/19,Third class honours/Pass,0
6009,Other,Part-time,Northern Ireland,2018/19,Unclassified,0
6010,Other,Full-time,Scotland,2018/19,First class honours,25
6011,Other,Full-time,Scotland,2018/19,Upper second class honours,55
6012,Other,Full-time,Scotland,2018/19,Lower second class honours,35
6013,Other,Full-time,Scotland,2018/19,Third class honours/Pass,5
6014,Other,Full-time,Scotland,2018/19,Unclassified,45
6015,Other,Part-time,Scotland,2018/19,First class honours,0
6016,Other,Part-time,Scotland,2018/19,Upper second class honours,0
6017,Other,Part-time,Scotland,2018/19,Lower second class honours,5
6018,Other,Part-time,Scotland,2018/19,Third class honours/Pass,0
6019,Other,Part-time,Scotland,2018/19,Unclassified,5
6020,Other,Full-time,Wales,2018/19,First class honours,25
6021,Other,Full-time,Wales,2018/19,Upper second class honours,60
6022,Other,Full-time,Wales,2018/19,Lower second class honours,35
6023,Other,Full-time,Wales,2018/19,Third class honours/Pass,5
6024,Other,Full-time,Wales,2018/19,Unclassified,10
6025,Other,Part-time,Wales,2018/19,First class honours,0
6026,Other,Part-time,Wales,2018/19,Upper second class honours,0
6027,Other,Part-time,Wales,2018/19,Lower second class honours,0
6028,Other,Part-time,Wales,2018/19,Third class honours/Pass,0
6029,Other,Part-time,Wales,2018/19,Unclassified,0
6030,Other,Full-time,England,2019/20,First class honours,1265
6031,Other,Full-time,England,2019/20,Upper second class honours,2155
6032,Other,Full-time,England,2019/20,Lower second class honours,900
6033,Other,Full-time,England,2019/20,Third class honours/Pass,130
6034,Other,Full-time,England,2019/20,Unclassified,235
6035,Other,Part-time,England,2019/20,First class honours,45
6036,Other,Part-time,England,2019/20,Upper second class honours,60
6037,Other,Part-time,England,2019/20,Lower second class honours,100
6038,Other,Part-time,England,2019/20,Third class honours/Pass,50
6039,Other,Part-time,England,2019/20,Unclassified,10
6040,Other,Full-time,Northern Ireland,2019/20,First class honours,5
6041,Other,Full-time,Northern Ireland,2019/20,Upper second class honours,5
6042,Other,Full-time,Northern Ireland,2019/20,Lower second class honours,5
6043,Other,Full-time,Northern Ireland,2019/20,Third class honours/Pass,0
6044,Other,Full-time,Northern Ireland,2019/20,Unclassified,0
6045,Other,Part-time,Northern Ireland,2019/20,First class honours,0
6046,Other,Part-time,Northern Ireland,2019/20,Upper second class honours,0
6047,Other,Part-time,Northern Ireland,2019/20,Lower second class honours,0
6048,Other,Part-time,Northern Ireland,2019/20,Third class honours/Pass,0
6049,Other,Part-time,Northern Ireland,2019/20,Unclassified,0
6050,Other,Full-time,Scotland,2019/20,First class honours,40
6051,Other,Full-time,Scotland,2019/20,Upper second class honours,70
6052,Other,Full-time,Scotland,2019/20,Lower second class honours,25
6053,Other,Full-time,Scotland,2019/20,Third class honours/Pass,0
6054,Other,Full-time,Scotland,2019/20,Unclassified,30
6055,Other,Part-time,Scotland,2019/20,First class honours,0
6056,Other,Part-time,Scotland,2019/20,Upper second class honours,0
6057,Other,Part-time,Scotland,2019/20,Lower second class honours,0
6058,Other,Part-time,Scotland,2019/20,Third class honours/Pass,0
6059,Other,Part-time,Scotland,2019/20,Unclassified,5
6060,Other,Full-time,Wales,2019/20,First class honours,60
6061,Other,Full-time,Wales,2019/20,Upper second class honours,95
6062,Other,Full-time,Wales,2019/20,Lower second class honours,40
6063,Other,Full-time,Wales,2019/20,Third class honours/Pass,5
6064,Other,Full-time,Wales,2019/20,Unclassified,5
6065,Other,Part-time,Wales,2019/20,First class honours,0
6066,Other,Part-time,Wales,2019/20,Upper second class honours,0
6067,Other,Part-time,Wales,2019/20,Lower second class honours,0
6068,Other,Part-time,Wales,2019/20,Third class honours/Pass,0
6069,Other,Part-time,Wales,2019/20,Unclassified,0
6070,Other,All,England,2014/15,First class honours,555
6071,Other,All,England,2014/15,Upper second class honours,1495
6072,Other,All,England,2014/15,Lower second class honours,1000
6073,Other,All,England,2014/15,Third class honours/Pass,225
6074,Other,All,England,2014/15,Unclassified,195
6075,Other,All,Northern Ireland,2014/15,First class honours,0
6076,Other,All,Northern Ireland,2014/15,Upper second class honours,5
6077,Other,All,Northern Ireland,2014/15,Lower second class honours,5
6078,Other,All,Northern Ireland,2014/15,Third class honours/Pass,0
6079,Other,All,Northern Ireland,2014/15,Unclassified,0
6080,Other,All,Scotland,2014/15,First class honours,15
6081,Other,All,Scotland,2014/15,Upper second class honours,30
6082,Other,All,Scotland,2014/15,Lower second class honours,20
6083,Other,All,Scotland,2014/15,Third class honours/Pass,5
6084,Other,All,Scotland,2014/15,Unclassified,40
6085,Other,All,Wales,2014/15,First class honours,10
6086,Other,All,Wales,2014/15,Upper second class honours,35
6087,Other,All,Wales,2014/15,Lower second class honours,25
6088,Other,All,Wales,2014/15,Third class honours/Pass,10
6089,Other,All,Wales,2014/15,Unclassified,0
6090,Other,All,England,2015/16,First class honours,645
6091,Other,All,England,2015/16,Upper second class honours,1765
6092,Other,All,England,2015/16,Lower second class honours,1065
6093,Other,All,England,2015/16,Third class honours/Pass,285
6094,Other,All,England,2015/16,Unclassified,205
6095,Other,All,Northern Ireland,2015/16,First class honours,0
6096,Other,All,Northern Ireland,2015/16,Upper second class honours,5
6097,Other,All,Northern Ireland,2015/16,Lower second class honours,5
6098,Other,All,Northern Ireland,2015/16,Third class honours/Pass,0
6099,Other,All,Northern Ireland,2015/16,Unclassified,0
6100,Other,All,Scotland,2015/16,First class honours,25
6101,Other,All,Scotland,2015/16,Upper second class honours,40
6102,Other,All,Scotland,2015/16,Lower second class honours,20
6103,Other,All,Scotland,2015/16,Third class honours/Pass,5
6104,Other,All,Scotland,2015/16,Unclassified,45
6105,Other,All,Wales,2015/16,First class honours,15
6106,Other,All,Wales,2015/16,Upper second class honours,40
6107,Other,All,Wales,2015/16,Lower second class honours,20
6108,Other,All,Wales,2015/16,Third class honours/Pass,5
6109,Other,All,Wales,2015/16,Unclassified,5
6110,Other,All,England,2016/17,First class honours,800
6111,Other,All,England,2016/17,Upper second class honours,1855
6112,Other,All,England,2016/17,Lower second class honours,1040
6113,Other,All,England,2016/17,Third class honours/Pass,280
6114,Other,All,England,2016/17,Unclassified,175
6115,Other,All,Northern Ireland,2016/17,First class honours,5
6116,Other,All,Northern Ireland,2016/17,Upper second class honours,5
6117,Other,All,Northern Ireland,2016/17,Lower second class honours,5
6118,Other,All,Northern Ireland,2016/17,Third class honours/Pass,5
6119,Other,All,Northern Ireland,2016/17,Unclassified,0
6120,Other,All,Scotland,2016/17,First class honours,30
6121,Other,All,Scotland,2016/17,Upper second class honours,70
6122,Other,All,Scotland,2016/17,Lower second class honours,30
6123,Other,All,Scotland,2016/17,Third class honours/Pass,5
6124,Other,All,Scotland,2016/17,Unclassified,55
6125,Other,All,Wales,2016/17,First class honours,15
6126,Other,All,Wales,2016/17,Upper second class honours,45
6127,Other,All,Wales,2016/17,Lower second class honours,30
6128,Other,All,Wales,2016/17,Third class honours/Pass,5
6129,Other,All,Wales,2016/17,Unclassified,5
6130,Other,All,England,2017/18,First class honours,915
6131,Other,All,England,2017/18,Upper second class honours,1935
6132,Other,All,England,2017/18,Lower second class honours,1110
6133,Other,All,England,2017/18,Third class honours/Pass,280
6134,Other,All,England,2017/18,Unclassified,230
6135,Other,All,Northern Ireland,2017/18,First class honours,5
6136,Other,All,Northern Ireland,2017/18,Upper second class honours,5
6137,Other,All,Northern Ireland,2017/18,Lower second class honours,5
6138,Other,All,Northern Ireland,2017/18,Third class honours/Pass,0
6139,Other,All,Northern Ireland,2017/18,Unclassified,0
6140,Other,All,Scotland,2017/18,First class honours,15
6141,Other,All,Scotland,2017/18,Upper second class honours,50
6142,Other,All,Scotland,2017/18,Lower second class honours,30
6143,Other,All,Scotland,2017/18,Third class honours/Pass,5
6144,Other,All,Scotland,2017/18,Unclassified,65
6145,Other,All,Wales,2017/18,First class honours,20
6146,Other,All,Wales,2017/18,Upper second class honours,45
6147,Other,All,Wales,2017/18,Lower second class honours,30
6148,Other,All,Wales,2017/18,Third class honours/Pass,10
6149,Other,All,Wales,2017/18,Unclassified,5
6150,Other,All,England,2018/19,First class honours,1015
6151,Other,All,England,2018/19,Upper second class honours,2020
6152,Other,All,England,2018/19,Lower second class honours,1235
6153,Other,All,England,2018/19,Third class honours/Pass,285
6154,Other,All,England,2018/19,Unclassified,225
6155,Other,All,Northern Ireland,2018/19,First class honours,0
6156,Other,All,Northern Ireland,2018/19,Upper second class honours,5
6157,Other,All,Northern Ireland,2018/19,Lower second class honours,5
6158,Other,All,Northern Ireland,2018/19,Third class honours/Pass,0
6159,Other,All,Northern Ireland,2018/19,Unclassified,0
6160,Other,All,Scotland,2018/19,First class honours,25
6161,Other,All,Scotland,2018/19,Upper second class honours,55
6162,Other,All,Scotland,2018/19,Lower second class honours,40
6163,Other,All,Scotland,2018/19,Third class honours/Pass,5
6164,Other,All,Scotland,2018/19,Unclassified,50
6165,Other,All,Wales,2018/19,First class honours,30
6166,Other,All,Wales,2018/19,Upper second class honours,60
6167,Other,All,Wales,2018/19,Lower second class honours,35
6168,Other,All,Wales,2018/19,Third class honours/Pass,5
6169,Other,All,Wales,2018/19,Unclassified,10
6170,Other,All,England,2019/20,First class honours,1305
6171,Other,All,England,2019/20,Upper second class honours,2215
6172,Other,All,England,2019/20,Lower second class honours,1000
6173,Other,All,England,2019/20,Third class honours/Pass,180
6174,Other,All,England,2019/20,Unclassified,245
6175,Other,All,Northern Ireland,2019/20,First class honours,5
6176,Other,All,Northern Ireland,2019/20,Upper second class honours,5
6177,Other,All,Northern Ireland,2019/20,Lower second class honours,5
6178,Other,All,Northern Ireland,2019/20,Third class honours/Pass,0
6179,Other,All,Northern Ireland,2019/20,Unclassified,0
6180,Other,All,Scotland,2019/20,First class honours,40
6181,Other,All,Scotland,2019/20,Upper second class honours,70
6182,Other,All,Scotland,2019/20,Lower second class honours,25
6183,Other,All,Scotland,2019/20,Third class honours/Pass,5
6184,Other,All,Scotland,2019/20,Unclassified,35
6185,Other,All,Wales,2019/20,First class honours,60
6186,Other,All,Wales,2019/20,Upper second class honours,95
6187,Other,All,Wales,2019/20,Lower second class honours,40
6188,Other,All,Wales,2019/20,Third class honours/Pass,5
6189,Other,All,Wales,2019/20,Unclassified,5
6190,Other,All,All,2014/15,First class honours,580
6191,Other,All,All,2014/15,Upper second class honours,1560
6192,Other,All,All,2014/15,Lower second class honours,1050
6193,Other,All,All,2014/15,Third class honours/Pass,240
6194,Other,All,All,2014/15,Unclassified,240
6195,Other,All,All,2015/16,First class honours,685
6196,Other,All,All,2015/16,Upper second class honours,1850
6197,Other,All,All,2015/16,Lower second class honours,1110
6198,Other,All,All,2015/16,Third class honours/Pass,295
6199,Other,All,All,2015/16,Unclassified,255
6200,Other,All,All,2016/17,First class honours,850
6201,Other,All,All,2016/17,Upper second class honours,1975
6202,Other,All,All,2016/17,Lower second class honours,1105
6203,Other,All,All,2016/17,Third class honours/Pass,295
6204,Other,All,All,2016/17,Unclassified,235
6205,Other,All,All,2017/18,First class honours,955
6206,Other,All,All,2017/18,Upper second class honours,2035
6207,Other,All,All,2017/18,Lower second class honours,1175
6208,Other,All,All,2017/18,Third class honours/Pass,300
6209,Other,All,All,2017/18,Unclassified,305
6210,Other,All,All,2018/19,First class honours,1070
6211,Other,All,All,2018/19,Upper second class honours,2145
6212,Other,All,All,2018/19,Lower second class honours,1315
6213,Other,All,All,2018/19,Third class honours/Pass,300
6214,Other,All,All,2018/19,Unclassified,285
6215,Other,All,All,2019/20,First class honours,1415
6216,Other,All,All,2019/20,Upper second class honours,2385
6217,Other,All,All,2019/20,Lower second class honours,1065
6218,Other,All,All,2019/20,Third class honours/Pass,190
6219,Other,All,All,2019/20,Unclassified,290
6220,Other,Full-time,All,2014/15,First class honours,545
6221,Other,Full-time,All,2014/15,Upper second class honours,1475
6222,Other,Full-time,All,2014/15,Lower second class honours,905
6223,Other,Full-time,All,2014/15,Third class honours/Pass,165
6224,Other,Full-time,All,2014/15,Unclassified,210
6225,Other,Full-time,All,2015/16,First class honours,655
6226,Other,Full-time,All,2015/16,Upper second class honours,1755
6227,Other,Full-time,All,2015/16,Lower second class honours,965
6228,Other,Full-time,All,2015/16,Third class honours/Pass,220
6229,Other,Full-time,All,2015/16,Unclassified,235
6230,Other,Full-time,All,2016/17,First class honours,815
6231,Other,Full-time,All,2016/17,Upper second class honours,1895
6232,Other,Full-time,All,2016/17,Lower second class honours,1025
6233,Other,Full-time,All,2016/17,Third class honours/Pass,230
6234,Other,Full-time,All,2016/17,Unclassified,220
6235,Other,Full-time,All,2017/18,First class honours,920
6236,Other,Full-time,All,2017/18,Upper second class honours,1965
6237,Other,Full-time,All,2017/18,Lower second class honours,1065
6238,Other,Full-time,All,2017/18,Third class honours/Pass,235
6239,Other,Full-time,All,2017/18,Unclassified,275
6240,Other,Full-time,All,2018/19,First class honours,1025
6241,Other,Full-time,All,2018/19,Upper second class honours,2070
6242,Other,Full-time,All,2018/19,Lower second class honours,1210
6243,Other,Full-time,All,2018/19,Third class honours/Pass,240
6244,Other,Full-time,All,2018/19,Unclassified,265
6245,Other,Full-time,All,2019/20,First class honours,1370
6246,Other,Full-time,All,2019/20,Upper second class honours,2320
6247,Other,Full-time,All,2019/20,Lower second class honours,965
6248,Other,Full-time,All,2019/20,Third class honours/Pass,140
6249,Other,Full-time,All,2019/20,Unclassified,275
6250,Other,Part-time,All,2014/15,First class honours,35
6251,Other,Part-time,All,2014/15,Upper second class honours,85
6252,Other,Part-time,All,2014/15,Lower second class honours,145
6253,Other,Part-time,All,2014/15,Third class honours/Pass,75
6254,Other,Part-time,All,2014/15,Unclassified,35
6255,Other,Part-time,All,2015/16,First class honours,30
6256,Other,Part-time,All,2015/16,Upper second class honours,95
6257,Other,Part-time,All,2015/16,Lower second class honours,145
6258,Other,Part-time,All,2015/16,Third class honours/Pass,75
6259,Other,Part-time,All,2015/16,Unclassified,15
6260,Other,Part-time,All,2016/17,First class honours,35
6261,Other,Part-time,All,2016/17,Upper second class honours,80
6262,Other,Part-time,All,2016/17,Lower second class honours,80
6263,Other,Part-time,All,2016/17,Third class honours/Pass,65
6264,Other,Part-time,All,2016/17,Unclassified,15
6265,Other,Part-time,All,2017/18,First class honours,35
6266,Other,Part-time,All,2017/18,Upper second class honours,70
6267,Other,Part-time,All,2017/18,Lower second class honours,110
6268,Other,Part-time,All,2017/18,Third class honours/Pass,65
6269,Other,Part-time,All,2017/18,Unclassified,25
6270,Other,Part-time,All,2018/19,First class honours,45
6271,Other,Part-time,All,2018/19,Upper second class honours,70
6272,Other,Part-time,All,2018/19,Lower second class honours,105
6273,Other,Part-time,All,2018/19,Third class honours/Pass,60
6274,Other,Part-time,All,2018/19,Unclassified,20
6275,Other,Part-time,All,2019/20,First class honours,45
6276,Other,Part-time,All,2019/20,Upper second class honours,65
6277,Other,Part-time,All,2019/20,Lower second class honours,100
6278,Other,Part-time,All,2019/20,Third class honours/Pass,50
6279,Other,Part-time,All,2019/20,Unclassified,15
6280,Not known,Full-time,England,2014/15,First class honours,710
6281,Not known,Full-time,England,2014/15,Upper second class honours,1855
6282,Not known,Full-time,England,2014/15,Lower second class honours,1425
6283,Not known,Full-time,England,2014/15,Third class honours/Pass,945
6284,Not known,Full-time,England,2014/15,Unclassified,275
6285,Not known,Part-time,England,2014/15,First class honours,185
6286,Not known,Part-time,England,2014/15,Upper second class honours,380
6287,Not known,Part-time,England,2014/15,Lower second class honours,365
6288,Not known,Part-time,England,2014/15,Third class honours/Pass,420
6289,Not known,Part-time,England,2014/15,Unclassified,165
6290,Not known,Full-time,Northern Ireland,2014/15,First class honours,10
6291,Not known,Full-time,Northern Ireland,2014/15,Upper second class honours,15
6292,Not known,Full-time,Northern Ireland,2014/15,Lower second class honours,5
6293,Not known,Full-time,Northern Ireland,2014/15,Third class honours/Pass,0
6294,Not known,Full-time,Northern Ireland,2014/15,Unclassified,0
6295,Not known,Part-time,Northern Ireland,2014/15,First class honours,0
6296,Not known,Part-time,Northern Ireland,2014/15,Upper second class honours,0
6297,Not known,Part-time,Northern Ireland,2014/15,Lower second class honours,0
6298,Not known,Part-time,Northern Ireland,2014/15,Third class honours/Pass,0
6299,Not known,Part-time,Northern Ireland,2014/15,Unclassified,0
6300,Not known,Full-time,Scotland,2014/15,First class honours,30
6301,Not known,Full-time,Scotland,2014/15,Upper second class honours,65
6302,Not known,Full-time,Scotland,2014/15,Lower second class honours,30
6303,Not known,Full-time,Scotland,2014/15,Third class honours/Pass,15
6304,Not known,Full-time,Scotland,2014/15,Unclassified,260
6305,Not known,Part-time,Scotland,2014/15,First class honours,0
6306,Not known,Part-time,Scotland,2014/15,Upper second class honours,10
6307,Not known,Part-time,Scotland,2014/15,Lower second class honours,5
6308,Not known,Part-time,Scotland,2014/15,Third class honours/Pass,0
6309,Not known,Part-time,Scotland,2014/15,Unclassified,75
6310,Not known,Full-time,Wales,2014/15,First class honours,55
6311,Not known,Full-time,Wales,2014/15,Upper second class honours,105
6312,Not known,Full-time,Wales,2014/15,Lower second class honours,70
6313,Not known,Full-time,Wales,2014/15,Third class honours/Pass,20
6314,Not known,Full-time,Wales,2014/15,Unclassified,10
6315,Not known,Part-time,Wales,2014/15,First class honours,5
6316,Not known,Part-time,Wales,2014/15,Upper second class honours,10
6317,Not known,Part-time,Wales,2014/15,Lower second class honours,10
6318,Not known,Part-time,Wales,2014/15,Third class honours/Pass,0
6319,Not known,Part-time,Wales,2014/15,Unclassified,5
6320,Not known,Full-time,England,2015/16,First class honours,630
6321,Not known,Full-time,England,2015/16,Upper second class honours,1485
6322,Not known,Full-time,England,2015/16,Lower second class honours,1120
6323,Not known,Full-time,England,2015/16,Third class honours/Pass,820
6324,Not known,Full-time,England,2015/16,Unclassified,245
6325,Not known,Part-time,England,2015/16,First class honours,160
6326,Not known,Part-time,England,2015/16,Upper second class honours,495
6327,Not known,Part-time,England,2015/16,Lower second class honours,435
6328,Not known,Part-time,England,2015/16,Third class honours/Pass,460
6329,Not known,Part-time,England,2015/16,Unclassified,105
6330,Not known,Full-time,Northern Ireland,2015/16,First class honours,10
6331,Not known,Full-time,Northern Ireland,2015/16,Upper second class honours,10
6332,Not known,Full-time,Northern Ireland,2015/16,Lower second class honours,10
6333,Not known,Full-time,Northern Ireland,2015/16,Third class honours/Pass,0
6334,Not known,Full-time,Northern Ireland,2015/16,Unclassified,0
6335,Not known,Part-time,Northern Ireland,2015/16,First class honours,0
6336,Not known,Part-time,Northern Ireland,2015/16,Upper second class honours,0
6337,Not known,Part-time,Northern Ireland,2015/16,Lower second class honours,0
6338,Not known,Part-time,Northern Ireland,2015/16,Third class honours/Pass,0
6339,Not known,Part-time,Northern Ireland,2015/16,Unclassified,0
6340,Not known,Full-time,Scotland,2015/16,First class honours,40
6341,Not known,Full-time,Scotland,2015/16,Upper second class honours,95
6342,Not known,Full-time,Scotland,2015/16,Lower second class honours,50
6343,Not known,Full-time,Scotland,2015/16,Third class honours/Pass,10
6344,Not known,Full-time,Scotland,2015/16,Unclassified,175
6345,Not known,Part-time,Scotland,2015/16,First class honours,5
6346,Not known,Part-time,Scotland,2015/16,Upper second class honours,10
6347,Not known,Part-time,Scotland,2015/16,Lower second class honours,10
6348,Not known,Part-time,Scotland,2015/16,Third class honours/Pass,0
6349,Not known,Part-time,Scotland,2015/16,Unclassified,80
6350,Not known,Full-time,Wales,2015/16,First class honours,60
6351,Not known,Full-time,Wales,2015/16,Upper second class honours,105
6352,Not known,Full-time,Wales,2015/16,Lower second class honours,50
6353,Not known,Full-time,Wales,2015/16,Third class honours/Pass,10
6354,Not known,Full-time,Wales,2015/16,Unclassified,15
6355,Not known,Part-time,Wales,2015/16,First class honours,5
6356,Not known,Part-time,Wales,2015/16,Upper second class honours,10
6357,Not known,Part-time,Wales,2015/16,Lower second class honours,5
6358,Not known,Part-time,Wales,2015/16,Third class honours/Pass,5
6359,Not known,Part-time,Wales,2015/16,Unclassified,5
6360,Not known,Full-time,England,2016/17,First class honours,690
6361,Not known,Full-time,England,2016/17,Upper second class honours,1595
6362,Not known,Full-time,England,2016/17,Lower second class honours,1040
6363,Not known,Full-time,England,2016/17,Third class honours/Pass,825
6364,Not known,Full-time,England,2016/17,Unclassified,195
6365,Not known,Part-time,England,2016/17,First class honours,235
6366,Not known,Part-time,England,2016/17,Upper second class honours,510
6367,Not known,Part-time,England,2016/17,Lower second class honours,390
6368,Not known,Part-time,England,2016/17,Third class honours/Pass,415
6369,Not known,Part-time,England,2016/17,Unclassified,85
6370,Not known,Full-time,Northern Ireland,2016/17,First class honours,5
6371,Not known,Full-time,Northern Ireland,2016/17,Upper second class honours,10
6372,Not known,Full-time,Northern Ireland,2016/17,Lower second class honours,10
6373,Not known,Full-time,Northern Ireland,2016/17,Third class honours/Pass,0
6374,Not known,Full-time,Northern Ireland,2016/17,Unclassified,0
6375,Not known,Part-time,Northern Ireland,2016/17,First class honours,5
6376,Not known,Part-time,Northern Ireland,2016/17,Upper second class honours,5
6377,Not known,Part-time,Northern Ireland,2016/17,Lower second class honours,0
6378,Not known,Part-time,Northern Ireland,2016/17,Third class honours/Pass,5
6379,Not known,Part-time,Northern Ireland,2016/17,Unclassified,0
6380,Not known,Full-time,Scotland,2016/17,First class honours,35
6381,Not known,Full-time,Scotland,2016/17,Upper second class honours,70
6382,Not known,Full-time,Scotland,2016/17,Lower second class honours,30
6383,Not known,Full-time,Scotland,2016/17,Third class honours/Pass,20
6384,Not known,Full-time,Scotland,2016/17,Unclassified,190
6385,Not known,Part-time,Scotland,2016/17,First class honours,5
6386,Not known,Part-time,Scotland,2016/17,Upper second class honours,5
6387,Not known,Part-time,Scotland,2016/17,Lower second class honours,5
6388,Not known,Part-time,Scotland,2016/17,Third class honours/Pass,0
6389,Not known,Part-time,Scotland,2016/17,Unclassified,60
6390,Not known,Full-time,Wales,2016/17,First class honours,65
6391,Not known,Full-time,Wales,2016/17,Upper second class honours,105
6392,Not known,Full-time,Wales,2016/17,Lower second class honours,60
6393,Not known,Full-time,Wales,2016/17,Third class honours/Pass,35
6394,Not known,Full-time,Wales,2016/17,Unclassified,20
6395,Not known,Part-time,Wales,2016/17,First class honours,5
6396,Not known,Part-time,Wales,2016/17,Upper second class honours,10
6397,Not known,Part-time,Wales,2016/17,Lower second class honours,10
6398,Not known,Part-time,Wales,2016/17,Third class honours/Pass,5
6399,Not known,Part-time,Wales,2016/17,Unclassified,0
6400,Not known,Full-time,England,2017/18,First class honours,775
6401,Not known,Full-time,England,2017/18,Upper second class honours,1475
6402,Not known,Full-time,England,2017/18,Lower second class honours,1035
6403,Not known,Full-time,England,2017/18,Third class honours/Pass,845
6404,Not known,Full-time,England,2017/18,Unclassified,200
6405,Not known,Part-time,England,2017/18,First class honours,160
6406,Not known,Part-time,England,2017/18,Upper second class honours,275
6407,Not known,Part-time,England,2017/18,Lower second class honours,275
6408,Not known,Part-time,England,2017/18,Third class honours/Pass,335
6409,Not known,Part-time,England,2017/18,Unclassified,85
6410,Not known,Full-time,Northern Ireland,2017/18,First class honours,5
6411,Not known,Full-time,Northern Ireland,2017/18,Upper second class honours,20
6412,Not known,Full-time,Northern Ireland,2017/18,Lower second class honours,10
6413,Not known,Full-time,Northern Ireland,2017/18,Third class honours/Pass,0
6414,Not known,Full-time,Northern Ireland,2017/18,Unclassified,0
6415,Not known,Part-time,Northern Ireland,2017/18,First class honours,5
6416,Not known,Part-time,Northern Ireland,2017/18,Upper second class honours,0
6417,Not known,Part-time,Northern Ireland,2017/18,Lower second class honours,0
6418,Not known,Part-time,Northern Ireland,2017/18,Third class honours/Pass,0
6419,Not known,Part-time,Northern Ireland,2017/18,Unclassified,0
6420,Not known,Full-time,Scotland,2017/18,First class honours,35
6421,Not known,Full-time,Scotland,2017/18,Upper second class honours,105
6422,Not known,Full-time,Scotland,2017/18,Lower second class honours,50
6423,Not known,Full-time,Scotland,2017/18,Third class honours/Pass,5
6424,Not known,Full-time,Scotland,2017/18,Unclassified,190
6425,Not known,Part-time,Scotland,2017/18,First class honours,5
6426,Not known,Part-time,Scotland,2017/18,Upper second class honours,5
6427,Not known,Part-time,Scotland,2017/18,Lower second class honours,5
6428,Not known,Part-time,Scotland,2017/18,Third class honours/Pass,0
6429,Not known,Part-time,Scotland,2017/18,Unclassified,90
6430,Not known,Full-time,Wales,2017/18,First class honours,65
6431,Not known,Full-time,Wales,2017/18,Upper second class honours,125
6432,Not known,Full-time,Wales,2017/18,Lower second class honours,50
6433,Not known,Full-time,Wales,2017/18,Third class honours/Pass,25
6434,Not known,Full-time,Wales,2017/18,Unclassified,10
6435,Not known,Part-time,Wales,2017/18,First class honours,5
6436,Not known,Part-time,Wales,2017/18,Upper second class honours,10
6437,Not known,Part-time,Wales,2017/18,Lower second class honours,10
6438,Not known,Part-time,Wales,2017/18,Third class honours/Pass,5
6439,Not known,Part-time,Wales,2017/18,Unclassified,5
6440,Not known,Full-time,England,2018/19,First class honours,830
6441,Not known,Full-time,England,2018/19,Upper second class honours,1645
6442,Not known,Full-time,England,2018/19,Lower second class honours,1150
6443,Not known,Full-time,England,2018/19,Third class honours/Pass,840
6444,Not known,Full-time,England,2018/19,Unclassified,205
6445,Not known,Part-time,England,2018/19,First class honours,140
6446,Not known,Part-time,England,2018/19,Upper second class honours,285
6447,Not known,Part-time,England,2018/19,Lower second class honours,205
6448,Not known,Part-time,England,2018/19,Third class honours/Pass,330
6449,Not known,Part-time,England,2018/19,Unclassified,110
6450,Not known,Full-time,Northern Ireland,2018/19,First class honours,10
6451,Not known,Full-time,Northern Ireland,2018/19,Upper second class honours,10
6452,Not known,Full-time,Northern Ireland,2018/19,Lower second class honours,5
6453,Not known,Full-time,Northern Ireland,2018/19,Third class honours/Pass,0
6454,Not known,Full-time,Northern Ireland,2018/19,Unclassified,0
6455,Not known,Part-time,Northern Ireland,2018/19,First class honours,0
